Drug ID,Target ID,ChEMBL,DrugBank,KEGG,KEGGhsa,Checked
D00274,hsa1544,,D,,,T
D00274,hsa1551,,D,K,,T
D00274,hsa1557,,D,,,T
D00274,hsa1555,,D,,,T
D00274,hsa1558,,D,,,T
D00274,hsa1559,,D,,,T
D00274,hsa1548,,D,,,T
D00274,hsa1577,,D,K,,T
D00279,hsa1543,,D,,,T
D00279,hsa1555,,D,,,T
D00279,hsa1548,,D,,,T
D00279,hsa1579,,D,,,T
D00279,hsa1571,,D,,,T
D00279,hsa1576,,D,,,T
D00283,hsa1543,,D,,,T
D00283,hsa1558,,D,,,T
D00283,hsa1559,,D,,,T
D00283,hsa1548,,D,,,T
D00283,hsa54657,,D,,,T
D00283,hsa1571,,D,,,T
D00283,hsa2950,,D,,,T
D00293,hsa1544,,D,,,T
D00293,hsa1551,,D,,,T
D00293,hsa1555,,D,,,T
D00293,hsa1558,,D,,,T
D00293,hsa1559,,D,,,T
D00293,hsa5742,,D,,,T
D00293,hsa1562,,D,,,T
D00293,hsa1571,,D,,,T
D00293,hsa1577,,D,,,T
D00294,hsa476,,D,,,T
D00298,hsa1583,,D,,,T
D00298,hsa1576,,D,,,T
D00300,hsa1544,,D,,,T
D00300,hsa1557,,D,,,T
D00300,hsa1555,,D,,,T
D00300,hsa1559,,D,,,T
D00300,hsa5742,,D,,,T
D00300,hsa1562,,D,,,T
D00315,hsa54659,,D,,,T
D00315,hsa7364,,D,,,T
D00315,hsa1559,,D,,,T
D00315,hsa54575,,D,,,T
D00315,hsa54600,,D,,,T
D00317,hsa1576,,D,,,T
D00322,hsa1544,,D,,,T
D00322,hsa1551,,D,,,T
D00322,hsa1584,,D,,,T
D00322,hsa1576,,D,K,,T
D00322,hsa1577,,D,,,T
D00324,hsa1576,,D,K,,T
D00330,hsa54658,,D,,,T
D00330,hsa54659,,D,,,T
D00330,hsa54600,,D,,,T
D00330,hsa7363,,D,,,T
D00330,hsa1559,,D,K,,T
D00330,hsa7364,,D,,,T
D00359,hsa54658,,D,,,T
D00359,hsa54659,,D,,,T
D00359,hsa1551,,D,,,T
D00359,hsa1557,,D,,,T
D00359,hsa1558,,D,,,T
D00359,hsa1559,,D,,,T
D00359,hsa7364,,D,,,T
D00359,hsa1565,,D,,,T
D00359,hsa1576,,D,K,,T
D00359,hsa1577,,D,,,T
D00364,hsa1558,,D,,,T
D00364,hsa1559,,D,,,T
D00364,hsa1557,,D,,,T
D00364,hsa1565,,D,K,,T
D00371,hsa1545,,D,,,T
D00371,hsa1544,,D,K,,T
D00371,hsa1543,,D,,,T
D00371,hsa1558,,D,,,T
D00371,hsa1559,,D,,,T
D00371,hsa1565,,D,,,T
D00371,hsa1571,,D,,,T
D00371,hsa1576,,D,,,T
D00371,hsa100,,D,,,T
D00377,hsa4353,,D,,,T
D00377,hsa3551,,D,,,T
D00377,hsa1147,,D,,,T
D00387,hsa1558,,D,,,T
D00387,hsa1551,,D,,,T
D00387,hsa1559,,D,,,T
D00387,hsa1577,,D,,,T
D00398,hsa1544,,D,,,T
D00401,hsa1544,,D,,,T
D00401,hsa1557,,D,,,T
D00401,hsa1555,,D,,,T
D00401,hsa1559,,D,,,T
D00401,hsa1548,,D,,,T
D00401,hsa1565,,D,,,T
D00401,hsa1571,,D,,,T
D00401,hsa1576,,D,,,T
D00410,hsa1585,,D,,,T
D00414,hsa1544,,D,,,T
D00414,hsa1559,,D,,,T
D00414,hsa1576,,D,,,T
D00414,hsa5742,,D,,,T
D00414,hsa54600,,D,,,T
D00416,hsa1544,,D,,,T
D00416,hsa1588,,D,,,T
D00416,hsa1555,,D,,,T
D00416,hsa1548,,D,,,T
D00416,hsa1584,,D,,,T
D00416,hsa1565,,D,,,T
D00416,hsa1571,,D,,,T
D00416,hsa1576,,D,K,,T
D00418,hsa5742,,D,,,T
D00418,hsa5972,,D,,,T
D00421,hsa590,,D,,,T
D00423,hsa3615,,D,,,T
D00425,hsa1544,,D,,,T
D00425,hsa4353,,D,,,T
D00434,hsa54658,,D,,,T
D00434,hsa54659,,D,,,T
D00434,hsa1551,,D,,,T
D00434,hsa1557,,D,,,T
D00434,hsa1555,,D,,,T
D00434,hsa1558,,D,,,T
D00434,hsa1559,,D,,,T
D00434,hsa7364,,D,,,T
D00434,hsa1565,,D,,,T
D00434,hsa1577,,D,,,T
D00437,hsa1559,,D,,,T
D00448,hsa5319,,D,,,T
D00448,hsa1577,,D,,,T
D00449,hsa1558,,D,,,T
D00449,hsa1559,,D,,,T
D00449,hsa1576,,D,,,T
D00449,hsa1555,,D,,,T
D00451,hsa4128,,D,K,,T
D00452,hsa54658,,D,,,T
D00452,hsa1559,,D,K,,T
D00452,hsa7364,,D,,,T
D00454,hsa1559,,D,,,T
D00454,hsa1576,,D,,,T
D00455,hsa1545,,D,,,T
D00455,hsa1544,,D,,,T
D00455,hsa1557,,D,K,,T
D00455,hsa1543,,D,,,T
D00455,hsa1583,,D,,,T
D00455,hsa1559,,D,,,T
D00455,hsa1576,,D,K,,T
D00455,hsa1562,,D,,,T
D00455,hsa1558,,D,,,T
D00455,hsa1565,,D,,,T
D00463,hsa1559,,D,,,T
D00475,hsa1558,,D,,,T
D00475,hsa1559,,D,K,,T
D00475,hsa1557,,D,K,,T
D00475,hsa1576,,D,,,T
D00487,hsa590,,D,,,T
D00487,hsa1576,,D,,,T
D00488,hsa1558,,D,,,T
D00488,hsa1559,,D,,,T
D00488,hsa1565,,D,,,T
D00494,hsa1559,,D,,,T
D00494,hsa1565,,D,K,,T
D00494,hsa1555,,D,,,T
D00501,hsa1544,,D,,,T
D00503,hsa1544,,D,,,T
D00503,hsa1557,,D,,,T
D00503,hsa1555,,D,,,T
D00503,hsa1558,,D,,,T
D00503,hsa1559,,D,,,T
D00503,hsa1562,,D,,,T
D00505,hsa64816,,D,,,T
D00505,hsa1557,,D,,,T
D00505,hsa1558,,D,,,T
D00505,hsa18,,D,,,T
D00505,hsa1551,,D,,,T
D00505,hsa84706,,D,,,T
D00505,hsa1571,,D,,,T
D00505,hsa1576,,D,,,T
D00505,hsa1577,,D,,,T
D00510,hsa1559,,D,K,,T
D00510,hsa1576,,D,,,T
D00512,hsa1551,,D,K,,T
D00512,hsa1555,,D,K,,T
D00512,hsa1558,,D,,,T
D00512,hsa1584,,D,,,T
D00512,hsa1562,,D,,,T
D00512,hsa1576,,D,K,,T
D00512,hsa1577,,D,K,,T
D00513,hsa1565,,D,K,,T
D00515,hsa217,,D,,,T
D00516,hsa1571,,D,,,T
D00516,hsa1576,,D,,,T
D00518,hsa1559,,D,,,T
D00521,hsa1558,,D,,,T
D00521,hsa1573,,D,,,T
D00521,hsa1559,,D,,,T
D00521,hsa1551,,D,K,,T
D00521,hsa1577,,D,K,,T
D00530,hsa1551,,D,,,T
D00530,hsa1576,,D,K,,T
D00530,hsa1577,,D,,,T
D00533,hsa1576,,D,K,,T
D00533,hsa1577,,D,K,,T
D00536,hsa1571,,D,,,T
D00536,hsa1559,,D,,,T
D00536,hsa1576,,D,,,T
D00537,hsa761,,D,,,T
D00537,hsa1557,,D,,,T
D00537,hsa1576,,D,K,,T
D00537,hsa759,,D,,,T
D00538,hsa4128,,D,,,T
D00538,hsa4129,,D,,,T
D00538,hsa1557,,D,,,T
D00538,hsa1576,,D,K,,T
D00542,hsa1571,,D,K,,T
D00544,hsa1544,,D,,,T
D00544,hsa1555,,D,,,T
D00544,hsa1559,,D,,,T
D00544,hsa1548,,D,,,T
D00544,hsa1576,,D,K,,T
D00544,hsa1565,,D,,,T
D00545,hsa1571,,D,,,T
D00545,hsa1555,,D,,,T
D00547,hsa1548,,D,,,T
D00547,hsa1576,,D,,,T
D00547,hsa1555,,D,,,T
D00549,hsa54658,,D,,,T
D00549,hsa1544,,D,,,T
D00549,hsa1557,,D,,,T
D00549,hsa1543,,D,,,T
D00549,hsa54600,,D,,,T
D00549,hsa1558,,D,,,T
D00549,hsa1559,,D,,,T
D00549,hsa1548,,D,,,T
D00549,hsa54578,,D,,,T
D00549,hsa1565,,D,,,T
D00549,hsa1562,,D,,,T
D00549,hsa1571,,D,,,T
D00549,hsa1555,,D,,,T
D00549,hsa1576,,D,,,T
D00550,hsa1551,,D,,,T
D00550,hsa1555,,D,,,T
D00550,hsa1580,,D,,,T
D00550,hsa54657,,D,,,T
D00550,hsa1571,,D,,,T
D00550,hsa1577,,D,,,T
D00560,hsa1544,,D,,,T
D00560,hsa1551,,D,,,T
D00560,hsa1557,,D,,,T
D00560,hsa1576,,D,K,,T
D00560,hsa1571,,D,,,T
D00560,hsa1565,,D,K,,T
D00560,hsa1577,,D,,,T
D00562,hsa1621,,D,,,T
D00563,hsa1558,,D,,,T
D00563,hsa1559,,D,,,T
D00567,hsa1558,,D,,,T
D00567,hsa1576,,D,,,T
D00567,hsa1565,,D,K,,T
D00567,hsa761,,D,,,T
D00567,hsa760,,D,,,T
D00568,hsa1544,,D,,,T
D00568,hsa1558,,D,,,T
D00568,hsa1559,,D,,,T
D00568,hsa1576,,D,,,T
D00569,hsa1553,,D,,,T
D00569,hsa1557,,D,,,T
D00569,hsa1559,,D,,,T
D00569,hsa1548,,D,,,T
D00569,hsa5742,,D,,,T
D00569,hsa1565,,D,K,,T
D00569,hsa1571,,D,,,T
D00569,hsa1576,,D,,,T
D00577,hsa1588,,D,,,T
D00577,hsa1312,,D,,,T
D00577,hsa1558,,D,,,T
D00577,hsa1559,,D,,,T
D00577,hsa1548,,D,,,T
D00577,hsa1571,,D,,,T
D00577,hsa1576,,D,,,T
D00596,hsa1544,,D,,,T
D00596,hsa1557,,D,,,T
D00596,hsa1559,,D,,,T
D00596,hsa1548,,D,,,T
D00596,hsa5742,,D,,,T
D00596,hsa1565,,D,,,T
D00621,hsa1576,,D,,,T
D00624,hsa590,,D,,,T
D00630,hsa1576,,D,,,T
D00650,hsa7172,,D,,,T
D00651,hsa771,,D,,,T
D00651,hsa768,,D,,,T
D00652,hsa1576,,D,,,T
D00653,hsa1559,,D,K,,T
D00653,hsa1576,,D,K,,T
D00654,hsa771,,D,,,T
D00654,hsa768,,D,,,T
D00655,hsa1565,,D,,,T
D00655,hsa1571,,D,,,T
D00655,hsa1559,,D,,,T
D00655,hsa1557,,D,,,T
D00655,hsa1576,,D,,,T
D00658,hsa7172,,D,,,T
D00670,hsa1559,,D,,,T
D00670,hsa1576,,D,K,,T
D00670,hsa1565,,D,K,,T
D00691,hsa5150,,D,K,K,T
D00726,hsa43,,D,,,T
D00726,hsa1585,,D,,,T
D00726,hsa1584,,D,,,T
D00726,hsa1565,,D,K,,T
D00726,hsa1586,,D,,,T
D00749,hsa1544,,D,,,T
D00749,hsa1559,,D,K,,T
D00749,hsa2185,,D,,,T
D00752,hsa54658,,D,,,T
D00752,hsa54600,,D,,,T
D00752,hsa1558,,D,,,T
D00752,hsa7364,,D,,,T
D00752,hsa54578,,D,,,T
D00752,hsa1576,,D,,,T
D00752,hsa1577,,D,,,T
D00752,hsa54575,,D,,,T
D00752,hsa54577,,D,,,T
D00752,hsa54576,,D,,,T
D00753,hsa1551,,D,,,T
D00753,hsa1576,,D,K,,T
D00753,hsa1577,,D,,,T
D00771,hsa1565,,D,,,T
D00771,hsa1548,,D,,,T
D00771,hsa1576,,D,,,T
D00781,hsa1544,,D,,,T
D00781,hsa1565,,D,,,T
D00781,hsa54600,,D,,,T
D00785,hsa1544,,D,,,T
D00785,hsa1557,,D,,,T
D00785,hsa1555,,D,K,,T
D00785,hsa1558,,D,,,T
D00785,hsa1559,,D,,,T
D00785,hsa1548,,D,K,,T
D00785,hsa1565,,D,K,,T
D00785,hsa1571,,D,,,T
D00785,hsa1576,,D,K,,T
D00786,hsa1559,,D,,,T
D00826,hsa1544,,D,,,T
D00826,hsa1557,,D,,,T
D00826,hsa1559,,D,,,T
D00826,hsa1548,,D,,,T
D00826,hsa1565,,D,,,T
D00826,hsa1571,,D,,,T
D00826,hsa1576,,D,,,T
D00882,hsa1544,,D,,,T
D00882,hsa1588,,D,,,T
D00882,hsa1555,,D,,,T
D00882,hsa1548,,D,,,T
D00882,hsa1584,,D,,,T
D00882,hsa1565,,D,,,T
D00882,hsa1571,,D,,,T
D00882,hsa1576,,D,K,,T
D00885,hsa1557,,D,,,T
D00885,hsa1576,,D,,,T
D00887,hsa54658,,D,,,T
D00887,hsa54659,,D,,,T
D00887,hsa1551,,D,,,T
D00887,hsa1557,,D,,,T
D00887,hsa1555,,D,,,T
D00887,hsa1803,,D,,,T
D00887,hsa1558,,D,,,T
D00887,hsa1559,,D,,,T
D00887,hsa7364,,D,,,T
D00887,hsa1565,,D,,,T
D00887,hsa1576,,D,K,,T
D00887,hsa1577,,D,,,T
D00889,hsa1551,,D,,,T
D00889,hsa1557,,D,,,T
D00889,hsa1555,,D,,,T
D00889,hsa1558,,D,K,,T
D00889,hsa1559,,D,,,T
D00889,hsa1565,,D,,,T
D00889,hsa1576,,D,K,,T
D00889,hsa1577,,D,,,T
D00892,hsa54658,,D,,,T
D00892,hsa1544,,D,,,T
D00892,hsa1557,,D,,,T
D00892,hsa1543,,D,,,T
D00892,hsa1555,,D,,,T
D00892,hsa1558,,D,,,T
D00892,hsa1559,,D,K,,T
D00892,hsa7364,,D,,,T
D00892,hsa54659,,D,,,T
D00892,hsa1576,,D,K,,T
D00892,hsa1565,,D,,,T
D00892,hsa1577,,D,,,T
D00893,hsa1558,,D,,,T
D00893,hsa1559,,D,,,T
D00893,hsa1576,,D,K,,T
D00893,hsa1577,,D,,,T
D00903,hsa54658,,D,,,T
D00903,hsa1544,,D,,,T
D00903,hsa1557,,D,,,T
D00903,hsa1543,,D,,,T
D00903,hsa1555,,D,,,T
D00903,hsa1558,,D,,,T
D00903,hsa1559,,D,K,,T
D00903,hsa7364,,D,,,T
D00903,hsa240,,D,,,T
D00903,hsa5320,,D,,,T
D00903,hsa1562,,D,,,T
D00903,hsa1571,,D,,,T
D00903,hsa1576,,D,,,T
D00904,hsa54658,,D,,,T
D00904,hsa1544,,D,,,T
D00904,hsa1557,,D,,,T
D00904,hsa1543,,D,,,T
D00904,hsa1555,,D,,,T
D00904,hsa1558,,D,,,T
D00904,hsa1559,,D,K,,T
D00904,hsa7364,,D,,,T
D00904,hsa240,,D,,,T
D00904,hsa5320,,D,,,T
D00904,hsa1562,,D,,,T
D00904,hsa1571,,D,,,T
D00904,hsa1576,,D,,,T
D00947,hsa4129,,D,,,T
D00963,hsa1576,,D,K,,T
D00965,hsa1558,,D,,,T
D00965,hsa1559,,D,,,T
D00965,hsa1557,,D,,,T
D00969,hsa1558,,D,,,T
D00969,hsa1559,,D,K,,T
D00969,hsa1576,,D,K,,T
D00994,hsa590,,D,,,T
D01001,hsa590,,D,,,T
D01061,hsa54658,,D,,,T
D01061,hsa1551,,D,K,,T
D01061,hsa590,,D,,,T
D01061,hsa1555,,D,,,T
D01061,hsa54600,,D,,,T
D01061,hsa1576,,D,K,,T
D01061,hsa1577,,D,K,,T
D01064,hsa2356,,D,,,T
D01071,hsa5742,,D,,,T
D01122,hsa54658,,D,,,T
D01122,hsa54659,,D,,,T
D01122,hsa1557,,D,,,T
D01122,hsa54600,,D,,,T
D01122,hsa7363,,D,,,T
D01122,hsa1558,,D,,,T
D01122,hsa1559,,D,K,,T
D01122,hsa7364,,D,,,T
D01122,hsa5327,,D,,,T
D01164,hsa1551,,D,,,T
D01164,hsa1576,,D,K,,T
D01164,hsa1577,,D,,,T
D01196,hsa1576,,D,,,T
D01276,hsa1544,,D,,,T
D01276,hsa1559,,D,,,T
D01276,hsa1576,,D,K,,T
D01364,hsa476,,D,,,T
D01367,hsa1576,,D,,,T
D01441,hsa1544,,D,,,T
D01441,hsa1551,,D,,,T
D01441,hsa1557,,D,,,T
D01441,hsa1559,,D,,,T
D01441,hsa5742,,D,,,T
D01441,hsa1565,,D,,,T
D01441,hsa1576,,D,K,,T
D01441,hsa1577,,D,,,T
D01475,hsa54658,,D,,,T
D01475,hsa54659,,D,,,T
D01475,hsa54600,,D,,,T
D01475,hsa7363,,D,,,T
D01475,hsa1559,,D,K,,T
D01475,hsa7364,,D,,,T
D01565,hsa54658,,D,,,T
D01565,hsa1557,,D,,,T
D01565,hsa54600,,D,,,T
D01565,hsa1559,,D,,,T
D01565,hsa7364,,D,,,T
D01565,hsa5320,,D,,,T
D01712,hsa1545,,D,,,T
D01712,hsa1544,,D,K,,T
D01712,hsa1543,,D,,,T
D01712,hsa1558,,D,,,T
D01712,hsa1559,,D,,,T
D01712,hsa1565,,D,,,T
D01712,hsa1571,,D,,,T
D01712,hsa1576,,D,,,T
D01712,hsa100,,D,,,T
D01767,hsa1559,,D,K,,T
D01842,hsa57016,,D,,,T
D01915,hsa1559,,D,,,T
D01915,hsa1557,,D,,,T
D01915,hsa1576,,D,,,T
D01915,hsa1577,,D,,,T
D01966,hsa54658,,D,,,T
D01966,hsa54659,,D,,,T
D01966,hsa1558,,D,,,T
D01966,hsa7366,,D,,,T
D01966,hsa7364,,D,,,T
D01966,hsa1576,,D,,,T
D01973,hsa5742,,D,,,T
D01973,hsa1559,,D,,,T
D01973,hsa1557,,D,,,T
D01973,hsa1565,,D,,,T
D01973,hsa1548,,D,,,T
D01977,hsa1557,,D,,,T
D01977,hsa1543,,D,,,T
D01977,hsa1559,,D,,,T
D01977,hsa1565,,D,,,T
D01977,hsa1576,,D,,,T
D01977,hsa1577,,D,,,T
D01984,hsa1557,,D,K,,T
D01984,hsa1576,,D,K,,T
D02008,hsa1576,,D,K,,T
D02008,hsa1577,,D,,,T
D02017,hsa1545,,D,,,T
D02017,hsa1544,,D,K,,T
D02017,hsa1543,,D,,,T
D02017,hsa1558,,D,,,T
D02017,hsa1559,,D,,,T
D02017,hsa1565,,D,,,T
D02017,hsa1571,,D,,,T
D02017,hsa1576,,D,,,T
D02017,hsa100,,D,,,T
D02068,hsa1544,,D,K,,T
D02110,hsa54658,,D,,,T
D02110,hsa1557,,D,,,T
D02110,hsa54600,,D,,,T
D02110,hsa1559,,D,,,T
D02110,hsa7364,,D,,,T
D02110,hsa5320,,D,,,T
D02115,hsa8836,,D,,,T
D02115,hsa7298,,D,,,T
D02115,hsa2356,,D,,,T
D02173,hsa590,,D,,,T
D02173,hsa1565,,D,K,,T
D02173,hsa1576,,D,K,,T
D02176,hsa7498,,D,,,T
D02176,hsa4353,,D,,,T
D02229,hsa1551,,D,,,T
D02229,hsa1557,,D,,,T
D02229,hsa1543,,D,,,T
D02229,hsa1559,,D,K,,T
D02229,hsa1576,,D,K,,T
D02229,hsa1571,,D,,,T
D02229,hsa1565,,D,,,T
D02229,hsa1577,,D,,,T
D02290,hsa54658,,D,,,T
D02290,hsa54659,,D,,,T
D02290,hsa54600,,D,,,T
D02290,hsa7363,,D,,,T
D02290,hsa1559,,D,K,,T
D02290,hsa7364,,D,,,T
D02323,hsa57016,,D,,,T
D02335,hsa1544,,D,,,T
D02335,hsa1728,,D,,,T
D02335,hsa1543,,D,,,T
D02335,hsa7498,,D,,,T
D02335,hsa1548,,D,,,T
D02335,hsa4835,,D,,,T
D02335,hsa1571,,D,,,T
D02342,hsa1576,,D,,,T
D02355,hsa4353,,D,,,T
D02356,hsa1544,,D,,,T
D02356,hsa1551,,D,,,T
D02356,hsa1557,,D,,,T
D02356,hsa1555,,D,,,T
D02356,hsa1559,,D,,,T
D02356,hsa1562,,D,,,T
D02356,hsa1565,,D,,,T
D02356,hsa1577,,D,,,T
D02375,hsa1544,,D,K,,T
D02375,hsa1557,,D,K,,T
D02375,hsa1588,,D,,,T
D02375,hsa1583,,D,,,T
D02375,hsa1559,,D,K,,T
D02375,hsa5742,,D,,,T
D02375,hsa1565,,D,K,,T
D02375,hsa1558,,D,K,,T
D02375,hsa1576,,D,K,,T
D02487,hsa1544,,D,,,T
D02487,hsa1557,,D,K,,T
D02487,hsa1559,,D,,,T
D02487,hsa1576,,D,,,T
D02487,hsa1571,,D,,,T
D02487,hsa1565,,D,,,T
D02558,hsa590,,D,K,K,T
D02558,hsa1576,,D,,,T
D02558,hsa1565,,D,,,T
D02561,hsa1544,,D,,,T
D02561,hsa1559,,D,,,T
D02561,hsa1557,,D,K,,T
D02561,hsa1565,,D,K,,T
D02562,hsa1544,,D,K,,T
D02566,hsa1544,,D,,,T
D02566,hsa1565,,D,K,,T
D02698,hsa1559,,D,,,T
D02698,hsa1557,,D,,,T
D02698,hsa1576,,D,,,T
D02698,hsa1577,,D,,,T
D02709,hsa1557,,D,,,T
D02709,hsa54600,,D,,,T
D02709,hsa1559,,D,,,T
D02709,hsa761,,D,,,T
D02709,hsa760,,D,,,T
D02709,hsa1576,,D,,,T
D02731,hsa1576,,D,K,,T
D02731,hsa1577,,D,,,T
D03208,hsa1576,,D,,,T
